wavelength_nm,primary_R,primary_G,primary_B,display_white,illuminant_E,illuminant_A,D65
752,1.69207e-25,3.60468e-49,7.57646e-213,3.63453e-27,1,228.041,60.1578
753,6.86718e-26,1.31661e-49,2.65521e-214,1.47506e-27,1,228.558,58.4403
754,2.76737e-26,4.78724e-50,9.19929e-216,5.94426e-28,1,229.073,56.7229
755,1.10735e-26,1.73279e-50,3.1509e-217,2.37856e-28,1,229.585,55.0054
756,4.39977e-27,6.24368e-51,1.06694e-218,9.45062e-29,1,230.096,53.288
757,1.73581e-27,2.2396e-51,3.57165e-220,3.7285e-29,1,230.604,51.5705
758,6.79995e-28,7.9971e-52,1.18201e-221,1.46062e-29,1,231.11,49.8531
759,2.64506e-28,2.84269e-52,3.86724e-223,5.68155e-30,1,231.614,48.1356
760,1.02163e-28,1.00591e-52,1.25085e-224,2.19445e-30,1,232.115,46.4182
761,3.91815e-29,3.54345e-53,3.99973e-226,8.41613e-31,1,232.615,48.4569
762,1.4921e-29,1.24258e-53,1.26439e-227,3.205e-31,1,233.112,50.4956
763,5.6421e-30,4.3377e-54,3.95146e-229,1.21191e-31,1,233.606,52.5344
764,2.11842e-30,1.5074e-54,1.22084e-230,4.55034e-32,1,234.099,54.5731
765,7.89792e-31,5.2147e-55,3.72891e-232,1.69646e-32,1,234.589,56.6118
766,2.92376e-31,1.79583e-55,1.12598e-233,6.28018e-33,1,235.078,58.6505
767,1.07473e-31,6.15652e-56,3.36127e-235,2.3085e-33,1,235.564,60.6892
768,3.92269e-32,2.10107e-56,9.91976e-237,8.42587e-34,1,236.047,62.728
769,1.42167e-32,7.13803e-57,2.89416e-238,3.05371e-34,1,236.529,64.7667
770,5.1161e-33,2.41408e-57,8.34775e-240,1.09893e-34,1,237.008,66.8054
771,1.82814e-33,8.12751e-58,2.38035e-241,3.92681e-35,1,237.485,66.4631
772,6.48646e-34,2.72394e-58,6.7102e-243,1.39328e-35,1,237.959,66.1209
773,2.28526e-34,9.0881e-59,1.87006e-244,4.90869e-36,1,238.432,65.7786
774,7.99448e-35,3.01844e-59,5.15227e-246,1.7172e-36,1,238.902,65.4364
775,2.77698e-35,9.97988e-60,1.40335e-247,5.96492e-37,1,239.37,65.0941
776,9.57823e-36,3.28475e-60,3.77885e-249,2.05739e-37,1,239.836,64.7518
777,3.28039e-36,1.07625e-60,1.00595e-250,7.04622e-38,1,240.299,64.4096
778,1.11556e-36,3.51042e-61,2.64739e-252,2.39621e-38,1,240.76,64.0673
779,3.76696e-37,1.13983e-61,6.88785e-254,8.09136e-39,1,241.219,63.7251
780,1.26304e-37,3.68428e-62,1.77163e-255,2.71298e-39,1,241.675,63.3828
